file,line,type,commit,author,date,time,timezone,datetime,depth,length
styles.css,94,css,b728fd86,VivianChencwy,2025-10-23,23:52:05,-07:00,2025-10-23T23:52:05-07:00,1,27
styles.css,95,css,b728fd86,VivianChencwy,2025-10-23,23:52:05,-07:00,2025-10-23T23:52:05-07:00,0,0
styles.css,96,css,b728fd86,VivianChencwy,2025-10-23,23:52:05,-07:00,2025-10-23T23:52:05-07:00,0,0
styles.css,97,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,21
styles.css,98,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,29
styles.css,99,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,100,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,101,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,29
styles.css,102,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,103,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,104,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,105,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,106,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,30
styles.css,107,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,108,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,20
styles.css,109,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,110,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,111,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,36
styles.css,112,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,113,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,114,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,115,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,116,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,21
styles.css,117,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,118,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,119,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,120,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,27
styles.css,121,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,122,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,123,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,124,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,26
styles.css,125,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,126,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,127,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,128,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,29
styles.css,129,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,130,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,131,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,132,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,28
styles.css,133,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,134,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,135,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,136,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,34
styles.css,137,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,138,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,139,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,140,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,34
styles.css,141,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,142,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,143,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,144,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,37
styles.css,145,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,146,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,147,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,148,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,41
styles.css,149,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,150,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,151,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,152,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,19
styles.css,153,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,154,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,155,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,156,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,157,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,26
styles.css,158,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,159,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,160,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,161,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,162,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,38
styles.css,163,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,164,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,165,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,166,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,33
styles.css,167,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,37
styles.css,168,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,169,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,170,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,20
styles.css,171,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,172,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,173,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,35
styles.css,174,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,175,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,176,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,177,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,41
styles.css,178,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,179,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,180,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,181,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,28
styles.css,182,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,183,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,184,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,185,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,34
styles.css,186,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,187,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,188,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,189,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,26
styles.css,190,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,24
styles.css,191,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,192,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,193,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,194,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,28
styles.css,195,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,196,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,197,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,198,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,16
styles.css,199,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,16
styles.css,200,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,16
styles.css,201,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,16
styles.css,202,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,16
styles.css,203,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,17
styles.css,204,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,205,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,206,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,207,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,13
styles.css,208,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,17
styles.css,209,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,8
styles.css,210,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,10
styles.css,211,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,13
styles.css,212,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,19
styles.css,213,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,12
styles.css,214,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,12
styles.css,215,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,18
styles.css,216,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,9
styles.css,217,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,218,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,0
styles.css,219,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,0,20
styles.css,220,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,19
styles.css,221,css,b0d493a4,VivianChencwy,2025-10-17,21:25:23,-07:00,2025-10-17T21:25:23-07:00,1,17
